code,name,requires,evolves_to,type,HP,stage,count,pack,subpack,illustrator,rarity,generation,pokedex_number,romaji_name,japanese_name,rarity_num
A1 143,Machop,None,A1 144;A2b 038;A3 224,Fighting,70.0,Basic,1,Genetic Apex,Charizard,Kyoko Umemoto,◇,1.0,66.0,Wanriky,ワンリキー,1.0
A1 144,Machoke,A1 143;A2b 037;A3 223,A1 145;A1 146;A1 263;A1 278;A2b 039;A3 225;A3 235;PA 055,Fighting,100.0,Stage 1,0,Genetic Apex,Charizard,match,◇◇,1.0,67.0,Goriky,ゴーリキー,2.0
A1 145,Machamp,A1 143;A1 144;A2b 037;A2b 038;A3 223;A3 224,None,Fighting,150.0,Stage 2,0,Genetic Apex,Charizard,Hitoshi Ariga,◇◇◇,1.0,68.0,Kairiky,カイリキー,3.0
A1 146,Machamp ex,A1 143;A1 144;A2b 037;A2b 038;A3 223;A3 224,None,Fighting,180.0,Stage 2,0,Genetic Apex,Charizard,PLANETA CG Works,◇◇◇◇,1.0,68.0,Kairiky,カイリキー,4.0
A1 147,Geodude,None,A1 148;A1a 044,Fighting,70.0,Basic,0,Genetic Apex,Pikachu,Kouki Saitou,◇,1.0,74.0,Isitsubute,イシツブテ,1.0
A1 148,Graveler,A1 147;A1a 043,A1 149;A1a 045,Fighting,100.0,Stage 1,0,Genetic Apex,Pikachu,Naoyo Kimura,◇◇,1.0,75.0,Golone,ゴローン,2.0
A1 149,Golem,A1 147;A1 148;A1a 043;A1a 044,None,Fighting,160.0,Stage 2,0,Genetic Apex,Pikachu,Sumiyoshi Kizuki,◇◇◇,1.0,76.0,Golonya,ゴローニャ,3.0
A1 150,Onix,None,None,Fighting,110.0,Basic,2,Genetic Apex,Pikachu,otumami,◇◇,1.0,95.0,Iwark,イワーク,2.0
A1 151,Cubone,None,A1 152;A1 153;A1 264;A3 027;A3 160;A3 227;A3 236,Fighting,60.0,Basic,3,Genetic Apex,Mewtwo,sowsow,◇,1.0,104.0,Karakara,カラカラ,1.0
A1 152,Marowak,A1 151;A1 239;A3 089;A3 226,None,Fighting,100.0,Stage 1,0,Genetic Apex,Mewtwo,Shin Nagasawa,◇◇,1.0,105.0,Garagara,ガラガラ,2.0
A1 153,Marowak ex,A1 151;A1 239;A3 089;A3 226,None,Fighting,140.0,Stage 1,1,Genetic Apex,Mewtwo,PLANETA Mochizuki,◇◇◇◇,1.0,105.0,Garagara,ガラガラ,4.0
A1 154,Hitmonlee,None,None,Fighting,80.0,Basic,0,Genetic Apex,Mewtwo,Yukiko Baba,◇,1.0,106.0,Sawamular,サワムラー,1.0
A1 155,Hitmonchan,None,None,Fighting,80.0,Basic,2,Genetic Apex,Charizard,Ken Sugimori,◇,1.0,107.0,Ebiwalar,エビワラー,1.0
A1 156,Rhyhorn,None,A1 157;A2 081,Fighting,80.0,Basic,2,Genetic Apex,Mewtwo,Midori Harada,◇,1.0,111.0,Sihorn,サイホーン,1.0
A1 157,Rhydon,A1 156;A2 080,A2 082;A2 169,Fighting,120.0,Stage 1,1,Genetic Apex,Mewtwo,Masakazu Fukuda,◇◇,1.0,112.0,Sidon,サイドン,2.0
A1 158,Kabuto,A1 217,A1 159,Fighting,90.0,Stage 1,1,Genetic Apex,Charizard,sui,◇◇,1.0,140.0,Kabuto,カブト,2.0
A1 159,Kabutops,A1 158,None,Fighting,140.0,Stage 2,0,Genetic Apex,Charizard,Shin Nagasawa,◇◇◇,1.0,141.0,Kabutops,カブトプス,3.0
A1 160,Mienfoo,None,A1 161;A3b 041,Fighting,60.0,Basic,2,Genetic Apex,Pikachu,match,◇,5.0,619.0,Kojofu,コジョフー,1.0
A1 161,Mienshao,A1 160;A3b 040,None,Fighting,80.0,Stage 1,1,Genetic Apex,Pikachu,Atsuko Nishida,◇◇,5.0,620.0,Kojondo,コジョンド,2.0
A1 162,Clobbopus,None,A1 163,Fighting,80.0,Basic,1,Genetic Apex,Pikachu;Mewtwo;Charizard,Yuu Nishida,◇,8.0,852.0,Tatakko,タタッコ,1.0
A1 163,Grapploct,A1 162,None,Fighting,80.0,Stage 1,2,Genetic Apex,Pikachu;Mewtwo;Charizard,kurumitsu,◇◇,8.0,853.0,Otosupus,オトスパス,2.0
A1 164,Ekans,None,A1 165;A2b 046;A3b 101,Darkness,60.0,Basic,3,Genetic Apex,Pikachu;Mewtwo;Charizard,MAHOU,◇,1.0,23.0,Arbo,アーボ,1.0
A1 165,Arbok,A1 164;A2b 045;A3b 100;PA 056,None,Darkness,100.0,Stage 1,1,Genetic Apex,Pikachu;Mewtwo;Charizard,Naoki Saito,◇◇,1.0,24.0,Arbok,アーボック,2.0
A1 166,Nidoran ♀,None,A1 167,Darkness,60.0,Basic,0,Genetic Apex,Pikachu,Miki Tanaka,◇,1.0,29.0,Nidoran♀ニドラン♀,,1.0
A1 167,Nidorina,A1 166,A1 168;A1 240,Darkness,80.0,Stage 1,1,Genetic Apex,Pikachu,Kagemaru Himeno,◇◇,1.0,30.0,Nidorina,ニドリーナ,2.0
A1 168,Nidoqueen,A1 166;A1 167,None,Darkness,140.0,Stage 2,0,Genetic Apex,Pikachu,nagimiso,◇◇◇,1.0,31.0,Nidoqueen,ニドクイン,3.0
A1 169,Nidoran ♂,None,A1 170,Darkness,60.0,Basic,0,Genetic Apex,Pikachu,Naoyo Kimura,◇,1.0,32.0,Nidoran♂ニドラン♂,,1.0
A1 170,Nidorino,A1 169,A1 171;A1 241,Darkness,90.0,Basic,1,Genetic Apex,Pikachu,Kouki Saitou,◇◇,1.0,33.0,Nidorino,ニドリーノ,2.0
A1 171,Nidoking,A1 169;A1 170,None,Darkness,150.0,Stage 2,0,Genetic Apex,Pikachu,kawayoo,◇◇◇,1.0,34.0,Nidoking,ニドキング,3.0
A1 172,Zubat,None,A1 173;A1 242;A2a 049,Darkness,50.0,Basic,2,Genetic Apex,Mewtwo,match,◇,1.0,41.0,Zubat,ズバット,1.0
A1 173,Golbat,A1 172;A2a 048,A2a 050,Darkness,70.0,Basic,0,Genetic Apex,Mewtwo,Masakazu Fukuda,◇◇,1.0,42.0,Golbat,ゴルバット,2.0
A1 174,Grimer,None,A1 175,Darkness,70.0,Basic,1,Genetic Apex,Mewtwo,Pani Kobayashi,◇,1.0,88.0,Betbeter,ベトベター,1.0
A1 175,Muk,A1 174,None,Darkness,130.0,Stage 1,0,Genetic Apex,Mewtwo,Hajime Kusajima,◇◇◇,1.0,89.0,Betbeton,ベトベトン,3.0
A1 176,Koffing,None,A1 177;A1 243;A1a 050,Darkness,70.0,Basic,0,Genetic Apex,Mewtwo,Saya Tsuruta,◇,1.0,109.0,Dogars,ドガース,1.0
A1 177,Weezing,A1 176;A1a 049,None,Darkness,110.0,Basic,0,Genetic Apex,Mewtwo,OOYAMA,◇◇◇,1.0,110.0,Matadogas,マタドガス,3.0
A1 178,Mawile,None,None,Metal,70.0,Basic,0,Genetic Apex,Charizard,Kagemaru Himeno,◇,3.0,303.0,Kucheat,クチート,1.0
A1 179,Pawniard,None,A1 180,Metal,50.0,Basic,1,Genetic Apex,Pikachu;Mewtwo;Charizard,Kouki Saitou,◇,5.0,624.0,Komatana,コマタナ,1.0
A1 180,Bisharp,A1 179,None,Metal,90.0,Stage 1,0,Genetic Apex,Pikachu;Mewtwo;Charizard,Anesaki Dynamic,◇◇,5.0,625.0,Kirikizan,キリキザン,2.0
A1 181,Meltan,None,A1 182;A3b 050,Metal,60.0,Basic,0,Genetic Apex,Charizard,Shin Nagasawa,◇,7.0,808.0,Meltan,メルタン,1.0
A1 182,Melmetal,A1 181;A3b 049,None,Metal,130.0,Stage 1,1,Genetic Apex,Charizard,Kouki Saitou,◇◇◇,7.0,809.0,Melmetal,メルメタル,3.0
A1 183,Dratini,None,A1 184;A3b 052;PA 088,Dragon,70.0,Basic,3,Genetic Apex,Mewtwo,Ayaka Yoshida,◇,1.0,147.0,Miniryu,ミニリュウ,1.0
A1 184,Dragonair,A1 183;A3b 051,A1 185;A1 244,Dragon,100.0,Stage 1,1,Genetic Apex,Mewtwo,kirisAki,◇◇,1.0,148.0,Hakuryu,ハクリュー,2.0
A1 185,Dragonite,A1 183;A1 184;A3b 051;A3b 052;PA 088,None,Dragon,160.0,Stage 2,0,Genetic Apex,Mewtwo,Hiroyuki Yamamoto,◇◇◇,1.0,149.0,Kairyu,カイリュー,3.0
A1 186,Pidgey,None,A1 187;A1a 058;A3a 096,Colorless,60.0,Basic,3,Genetic Apex,Mewtwo,Scav,◇,1.0,16.0,Poppo,ポッポ,1.0
A1 187,Pidgeotto,A1 186;A1a 057;A3a 095,A1 188;A1 245;A1a 059;A1a 079;A3a 097;A3a 102,Colorless,80.0,Basic,0,Genetic Apex,Mewtwo,Scav,◇,1.0,17.0,Pigeon,ピジョン,1.0
A1 188,Pidgeot,A1 186;A1 187;A1a 057;A1a 058;A3a 095;A3a 096,None,Colorless,130.0,Stage 2,0,Genetic Apex,Mewtwo,Scav,◇◇◇,1.0,18.0,Pigeot,ピジョット,3.0
A1 189,Rattata,None,A1 190;A2b 059,Colorless,40.0,Basic,2,Genetic Apex,Pikachu;Mewtwo;Charizard,Atsushi Furusawa,◇,1.0,19.0,Koratta,コラッタ,1.0
A1 190,Raticate,A1 189;A2b 058,None,Colorless,80.0,Stage 1,4,Genetic Apex,Pikachu;Mewtwo;Charizard,Shigenori Negishi,◇,1.0,20.0,Ratta,ラッタ,1.0
A1 191,Spearow,None,A1 192,Colorless,60.0,Basic,0,Genetic Apex,Charizard,Shiburingaru,◇,1.0,21.0,Onisuzume,オニスズメ,1.0
A1 192,Fearow,A1 191,None,Colorless,100.0,Stage 1,1,Genetic Apex,Charizard,Satoshi Shirai,◇,1.0,22.0,Onidrill,オニドリル,1.0
A1 193,Jigglypuff,None,A1 194;A1 195;A1 265;A1 279;A2b 061;A2b 078;A3 229;A3 237,Colorless,60.0,Basic,2,Genetic Apex,Pikachu,Mizue,◇,1.0,39.0,Purin,プリン,1.0
A1 194,Wigglytuff,A1 193;A2b 060;A3 228;PA 022,None,Colorless,100.0,Stage 1,0,Genetic Apex,Pikachu,Atsuko Nishida,◇,1.0,40.0,Pukurin,プクリン,1.0
A1 195,Wigglytuff ex,A1 193;A2b 060;A3 228;PA 022,None,Colorless,140.0,Stage 1,0,Genetic Apex,Pikachu,PLANETA Igarashi,◇◇◇◇,1.0,40.0,Pukurin,プクリン,4.0
A1 196,Meowth,None,A1 197,Colorless,60.0,Basic,1,Genetic Apex,Charizard,Mitsuhiro Arita,◇,1.0,52.0,Nyarth,ニャース,1.0
A1 197,Persian,A1 196;A1 246;PA 012,None,Colorless,90.0,Stage 1,0,Genetic Apex,Charizard,nagimiso,◇◇,1.0,53.0,Persian,ペルシアン,2.0
A1 198,Farfetch'd,None,None,Colorless,60.0,Basic,3,Genetic Apex,Pikachu;Mewtwo;Charizard,Miki Tanaka,◇,1.0,83.0,Kamonegi,カモネギ,1.0
A1 199,Doduo,None,A1 200,Colorless,60.0,Basic,1,Genetic Apex,Pikachu;Mewtwo;Charizard,Yuya Oka,◇,1.0,84.0,Dodo,ドードー,1.0
A1 200,Dodrio,A1 199,None,Colorless,80.0,Stage 1,0,Genetic Apex,Pikachu;Mewtwo;Charizard,Miki Tanaka,◇◇,1.0,85.0,Dodorio,ドードリオ,2.0
A1 201,Lickitung,None,A2 125;A2 189;A2 203;A2b 063,Colorless,90.0,Basic,0,Genetic Apex,Mewtwo,Kagemaru Himeno,◇◇,1.0,108.0,Beroringa,ベロリンガ,2.0
A1 202,Chansey,None,None,Colorless,120.0,Basic,2,Genetic Apex,Pikachu,MAHOU,◇◇,1.0,113.0,Lucky,ラッキー,2.0
A1 203,Kangaskhan,None,None,Colorless,100.0,Basic,0,Genetic Apex,Charizard,Ken Sugimori,◇◇◇,1.0,115.0,Garura,ガルーラ,3.0
A1 204,Tauros,None,None,Colorless,100.0,Basic,1,Genetic Apex,Charizard,kodama,◇◇,1.0,128.0,Kentauros,ケンタロス,2.0
A1 205,Ditto,None,None,Colorless,70.0,Basic,0,Genetic Apex,Mewtwo,Miki Tanaka,◇◇◇,1.0,132.0,Metamon,メタモン,3.0
A1 206,Eevee,None,A1 045;A1 080;A1 102;A1a 019;A1a 072;A2 020;A2 046;A2a 010;A2a 022;A2a 082;A2a 083;A2a 091;A2a 092;A3b 002;A3b 008;A3b 009;A3b 016;A3b 017;A3b 025;A3b 028;A3b 033;A3b 034;A3b 043;A3b 070;A3b 071;A3b 072;A3b 073;A3b 074;A3b 075;A3b 076;A3b 077;A3b 079;A3b 081;A3b 087;A3b 089;PA 086,Colorless,60.0,Basic,2,Genetic Apex,Charizard,Atsuko Nishida,◇,1.0,133.0,Eievui,イーブイ,1.0
A1 207,Eevee,None,A1 045;A1 080;A1 102;A1a 019;A1a 072;A2 020;A2 046;A2a 010;A2a 022;A2a 082;A2a 083;A2a 091;A2a 092;A3b 002;A3b 008;A3b 009;A3b 016;A3b 017;A3b 025;A3b 028;A3b 033;A3b 034;A3b 043;A3b 070;A3b 071;A3b 072;A3b 073;A3b 074;A3b 075;A3b 076;A3b 077;A3b 079;A3b 081;A3b 087;A3b 089;PA 086,Colorless,60.0,Basic,3,Genetic Apex,Mewtwo,Hasuno,◇,1.0,133.0,Eievui,イーブイ,1.0
A1 208,Eevee,None,A1 045;A1 080;A1 102;A1a 019;A1a 072;A2 020;A2 046;A2a 010;A2a 022;A2a 082;A2a 083;A2a 091;A2a 092;A3b 002;A3b 008;A3b 009;A3b 016;A3b 017;A3b 025;A3b 028;A3b 033;A3b 034;A3b 043;A3b 070;A3b 071;A3b 072;A3b 073;A3b 074;A3b 075;A3b 076;A3b 077;A3b 079;A3b 081;A3b 087;A3b 089;PA 086,Colorless,60.0,Basic,0,Genetic Apex,Pikachu,Sekio,◇,1.0,133.0,Eievui,イーブイ,1.0
A1 209,Porygon,None,A2 128,Colorless,50.0,Basic,1,Genetic Apex,Mewtwo,Ayaka Yoshida,◇◇,1.0,137.0,Porygon,ポリゴン,2.0
A1 210,Aerodactyl,A1 218;A1a 063,None,Colorless,100.0,Stage 1,1,Genetic Apex,Mewtwo,Naoyo Kimura,◇◇◇,1.0,142.0,Ptera,プテラ,3.0
A1 211,Snorlax,None,None,Colorless,150.0,Basic,0,Genetic Apex,Pikachu,Naoki Saito,◇◇◇,1.0,143.0,Kabigon,カビゴン,3.0
A1 212,Minccino,None,A1 213;A3b 063;PA 031,Colorless,60.0,Basic,2,Genetic Apex,Pikachu;Mewtwo;Charizard,sui,◇,5.0,572.0,Chillarmy,チラーミィ,1.0
A1 213,Cinccino,A1 212;A3b 062,None,Colorless,90.0,Stage 1,0,Genetic Apex,Pikachu;Mewtwo;Charizard,0313,◇◇,5.0,573.0,Chillaccino,チラチーノ,2.0
A1 214,Wooloo,None,A1 215,Colorless,70.0,Basic,1,Genetic Apex,Pikachu;Mewtwo;Charizard,Yoriyuki Ikegami,◇,8.0,831.0,Wooluu,ウールー,1.0
A1 215,Dubwool,A1 214,None,Colorless,120.0,Basic,1,Genetic Apex,Pikachu;Mewtwo;Charizard,saino misaki,◇,8.0,832.0,Baiwooluu,バイウールー,1.0
A1 216,Helix Fossil,None,A1 081,Item,40.0,,1,Genetic Apex,Pikachu,Toyste Beach,◇,1.0,,Kainokaseki,かいのカセキ,1.0
A1 217,Dome Fossil,None,A1 158,Item,40.0,,0,Genetic Apex,Charizard,Toyste Beach,◇,1.0,,Kouranokaseki,こうらのカセキ,1.0
A1 218,Old Amber,None,A1 210;A1a 046;A1a 078;A1a 084;A3a 098;A3a 101,Item,40.0,,0,Genetic Apex,Mewtwo,Toyste Beach,◇,1.0,,Himitsunokohaku,ひみつのコハク,1.0
A1 219,Erika,None,None,Supporter,,,0,Genetic Apex,Charizard,kirisAki,◇◇,1.0,,Erika,エリカ,2.0
A1 220,Misty,None,None,Supporter,,,1,Genetic Apex,Pikachu,Sanosuke Sakuma,◇◇,1.0,,Kasumi,カスミ,2.0
A1 221,Blaine,None,None,Supporter,,,0,Genetic Apex,Charizard,GOSSAN,◇◇,1.0,,Katsura,カツラ,2.0
A1 222,Koga,None,None,Supporter,,,0,Genetic Apex,Mewtwo,Souichirou Gunjima,◇◇,1.0,,Kyou,キョウ,2.0
A1 223,Giovanni,None,None,Supporter,,,1,Genetic Apex,Mewtwo,Hideki Ishikawa,◇◇,1.0,,Sakaki,サカキ,2.0
A1 224,Brock,None,None,Supporter,,,1,Genetic Apex,Pikachu,Taira Akitsu,◇◇,1.0,,Takeshi,タケシ,2.0
A1 225,Sabrina,None,None,Supporter,,,0,Genetic Apex,Charizard,Yuu Nishida,◇◇,1.0,,Natsume,ナツメ,2.0
A1 226,Lt. Surge,None,None,Supporter,,,0,Genetic Apex,Pikachu,nagimiso,◇◇,1.0,,Matisse,マチス,2.0
A1 227,Bulbasaur,None,A1 002;A3 211,Grass,70.0,Basic,1,Genetic Apex,Mewtwo,Ryota Murayama,☆,1.0,1.0,Fushigidane,フシギダネ,5.0
A1 228,Gloom,A1 011;A2 001,A1 013;A2 003,Grass,80.0,Stage 1,0,Genetic Apex,Charizard,OKACHEKE,☆,1.0,44.0,Kusaihana,クサイハナ,5.0
A1 229,Pinsir,None,None,Grass,90.0,Basic,0,Genetic Apex,Charizard,Scav,☆,1.0,127.0,Kailios,カイロス,5.0
A1 230,Charmander,None,A1 034;A2b 009;A2b 100,Fire,60.0,Basic,0,Genetic Apex,Charizard,GIDORA,☆,1.0,4.0,Hitokage,ヒトカゲ,5.0
A1 231,Rapidash,A1 042;A1a 010,None,Fire,100.0,Stage 1,0,Genetic Apex,Charizard,Taira Akitsu,☆,1.0,78.0,Gallop,ギャロップ,5.0
A1 232,Squirtle,None,A1 054;A3 216,Water,60.0,Basic,0,Genetic Apex,Pikachu,Taira Akitsu,☆,1.0,7.0,Zenigame,ゼニガメ,5.0
A1 233,Gyarados,A1 077;A1a 017,None,Water,150.0,Stage 1,0,Genetic Apex,Pikachu,Nurikabe,☆,1.0,130.0,Gyarados,ギャラドス,5.0
A1 234,Lapras,None,None,Water,100.0,Basic,0,Genetic Apex,Charizard,Haru Akasaka,☆,1.0,131.0,Laplace,ラプラス,5.0
A1 235,Electrode,A1 099;A2 054;A2b 023;A3b 095,None,Electric,80.0,Basic,0,Genetic Apex,Pikachu,DOM,☆,1.0,101.0,Marumine,マルマイン,5.0
A1 236,Alakazam,A1 115;A1 116;A2b 029;A2b 030,None,Psychic,130.0,Stage 2,1,Genetic Apex,Charizard,AKIRA EGAWA,☆,1.0,65.0,Foodin,フーディン,5.0
A1 237,Slowpoke,None,A1 119,Psychic,70.0,Basic,0,Genetic Apex,Charizard,Miki Tanaka,☆,1.0,79.0,Yadon,ヤドン,5.0
A1 238,Diglett,None,A1 140,Fighting,50.0,Basic,2,Genetic Apex,Pikachu,Masako Yamashita,☆,1.0,50.0,Digda,ディグダ,5.0
A1 239,Cubone,None,A1 152;A1 153;A1 264;A3 027;A3 160;A3 227;A3 236,Fighting,60.0,Basic,1,Genetic Apex,Mewtwo,sowsow,☆,1.0,104.0,Karakara,カラカラ,5.0
A1 240,Nidoqueen,A1 166;A1 167,None,Darkness,140.0,Stage 2,0,Genetic Apex,Pikachu,aoki,☆,1.0,31.0,Nidoqueen,ニドクイン,5.0
A1 241,Nidoking,A1 169;A1 170,None,Darkness,150.0,Stage 2,0,Genetic Apex,Pikachu,nagimiso,☆,1.0,34.0,Nidoking,ニドキング,5.0
A1 242,Golbat,A1 172;A2a 048,A2a 050,Darkness,70.0,Basic,0,Genetic Apex,Mewtwo,Tomokazu Komiya,☆,1.0,42.0,Golbat,ゴルバット,5.0
A1 243,Weezing,A1 176;A1a 049,None,Darkness,110.0,Basic,0,Genetic Apex,Mewtwo,KEIICHIRO ITO,☆,1.0,110.0,Matadogas,マタドガス,5.0
A1 244,Dragonite,A1 183;A1 184;A3b 051;A3b 052;PA 088,None,Dragon,160.0,Stage 2,0,Genetic Apex,Mewtwo,Gemi,☆,1.0,149.0,Kairyu,カイリュー,5.0
A1 245,Pidgeot,A1 186;A1 187;A1a 057;A1a 058;A3a 095;A3a 096,None,Colorless,130.0,Stage 2,1,Genetic Apex,Mewtwo,Anesaki Dynamic,☆,1.0,18.0,Pigeot,ピジョット,5.0
A1 246,Meowth,None,A1 197,Colorless,60.0,Basic,1,Genetic Apex,Charizard,Mina Nakai,☆,1.0,52.0,Nyarth,ニャース,5.0
A1 247,Ditto,None,None,Colorless,70.0,Basic,0,Genetic Apex,Mewtwo,Jerky,☆,1.0,132.0,Metamon,メタモン,5.0
A1 248,Eevee,None,A1 045;A1 080;A1 102;A1a 019;A1a 072;A2 020;A2 046;A2a 010;A2a 022;A2a 082;A2a 083;A2a 091;A2a 092;A3b 002;A3b 008;A3b 009;A3b 016;A3b 017;A3b 025;A3b 028;A3b 033;A3b 034;A3b 043;A3b 070;A3b 071;A3b 072;A3b 073;A3b 074;A3b 075;A3b 076;A3b 077;A3b 079;A3b 081;A3b 087;A3b 089;PA 086,Colorless,60.0,Basic,0,Genetic Apex,Pikachu,sowsow,☆,1.0,133.0,Eievui,イーブイ,5.0
A1 249,Porygon,None,A2 128,Colorless,50.0,Basic,1,Genetic Apex,Mewtwo,Akira Komayama,☆,1.0,137.0,Porygon,ポリゴン,5.0
A1 250,Snorlax,None,None,Colorless,150.0,Basic,0,Genetic Apex,Pikachu,HYOGONOSUKE,☆,1.0,143.0,Kabigon,カビゴン,5.0
A1 251,Venusaur ex,A1 001;A1 002;A1 227;A3 210;A3 211;PA 023,None,Grass,190.0,Stage 2,0,Genetic Apex,Mewtwo,PLANETA CG Works,☆☆,1.0,3.0,Fushigibana,フシギバナ,6.0
A1 252,Exeggutor ex,A1 021;A1a 001;A3 001;A3 213;PA 060,None,Grass,160.0,Stage 1,0,Genetic Apex,Charizard,PLANETA CG Works,☆☆,1.0,103.0,Nassy,ナッシー,6.0
A1 253,Charizard ex,A1 033;A1 034;A1 230;A2b 008;A2b 009;A2b 099;A2b 100;PA 032,None,Fire,180.0,Stage 2,1,Genetic Apex,Charizard,PLANETA Mochizuki,◇◇◇◇,1.0,6.0,Lizardon,リザードン,4.0
A1 254,Arcanine ex,A1 039;A3 025;A3a 089,None,Fire,150.0,Stage 1,0,Genetic Apex,Pikachu,PLANETA Saito,◇◇◇◇,1.0,59.0,Windie,ウインディ,4.0
A1 255,Moltres ex,None,None,Fire,140.0,Basic,0,Genetic Apex,Charizard,PLANETA Saito,☆☆,1.0,146.0,Fire,ファイヤー,6.0
A1 256,Blastoise ex,A1 053;A1 054;A1 232;A3 215;A3 216;PA 033,None,Water,180.0,Stage 2,0,Genetic Apex,Pikachu,PLANETA Tsuji,☆☆,1.0,9.0,Kamex,カメックス,6.0
A1 257,Starmie ex,A1 074;A3 218,None,Water,130.0,Stage 1,0,Genetic Apex,Charizard,PLANETA Igarashi,☆☆,1.0,121.0,Starmie,スターミー,6.0
A1 258,Articuno ex,None,None,Water,140.0,Basic,1,Genetic Apex,Mewtwo,kodama,☆☆,1.0,144.0,Freezer,フリーザー,6.0
A1 259,Pikachu ex,None,A1 095;A1a 026;A2a 026;PA 044,Electric,120.0,Basic,0,Genetic Apex,Pikachu,PLANETA CG Works,☆☆,1.0,25.0,Pikachu,ピカチュウ,6.0
A1 260,Zapdos ex,None,None,Electric,130.0,Basic,0,Genetic Apex,Pikachu,PLANETA CG Works,☆☆,1.0,145.0,Thunder,サンダー,6.0
A1 261,Gengar ex,A1 120;A1 121;A2a 031;A2a 032;A3 220;A3 221;PA 020,None,Psychic,170.0,Stage 2,0,Genetic Apex,Mewtwo,PLANETA CG Works,☆☆,1.0,94.0,Gangar,ゲンガー,6.0
A1 262,Mewtwo ex,None,None,Psychic,150.0,Basic,0,Genetic Apex,Mewtwo,PLANETA Mochizuki,☆☆,1.0,150.0,Mewtwo,ミュウツー,6.0
A1 263,Machamp ex,A1 143;A1 144;A2b 037;A2b 038;A3 223;A3 224,None,Fighting,180.0,Stage 2,0,Genetic Apex,Charizard,PLANETA Igarashi,☆☆,1.0,68.0,Kairiky,カイリキー,6.0
A1 264,Marowak ex,A1 151;A1 239;A3 089;A3 226,None,Fighting,140.0,Stage 1,0,Genetic Apex,Mewtwo,PLANETA CG Works,☆☆,1.0,105.0,Garagara,ガラガラ,6.0
A1 265,Wigglytuff ex,A1 193;A2b 060;A3 228;PA 022,None,Colorless,140.0,Stage 1,0,Genetic Apex,Pikachu,PLANETA Igarashi,☆☆,1.0,40.0,Pukurin,プクリン,6.0
A1 266,Erika,None,None,Supporter,,,1,Genetic Apex,Charizard,saino misaki,☆☆,1.0,,Erika,エリカ,6.0
A1 267,Misty,None,None,Supporter,,,0,Genetic Apex,Pikachu,Sanosuke Sakuma,☆☆,1.0,,Kasumi,カスミ,6.0
A1 268,Blaine,None,None,Supporter,,,0,Genetic Apex,Charizard,GOSSAN,☆☆,1.0,,Katsura,カツラ,6.0
A1 269,Koga,None,None,Supporter,,,0,Genetic Apex,Mewtwo,Souichirou Gunjima,☆☆,1.0,,Kyou,キョウ,6.0
A1 270,Giovanni,None,None,Supporter,,,0,Genetic Apex,Mewtwo,Hideki Ishikawa,☆☆,1.0,,Sakaki,サカキ,6.0
A1 271,Brock,None,None,Supporter,,,0,Genetic Apex,Pikachu,Ryuta Fuse,☆☆,1.0,,Takeshi,タケシ,6.0
A1 272,Sabrina,None,None,Supporter,,,0,Genetic Apex,Charizard,GIDORA,☆☆,1.0,,Natsume,ナツメ,6.0
A1 273,Lt. Surge,None,None,Supporter,,,0,Genetic Apex,Pikachu,nagimiso,☆☆,1.0,,Matisse,マチス,6.0
A1 274,Moltres ex,None,None,Fire,140.0,Basic,0,Genetic Apex,Charizard,hncl,☆☆,1.0,146.0,Fire,ファイヤー,6.0
A1 275,Articuno ex,None,None,Water,140.0,Basic,0,Genetic Apex,Mewtwo,kodama,☆☆,1.0,144.0,Freezer,フリーザー,6.0
A1 276,Zapdos ex,None,None,Electric,130.0,Basic,0,Genetic Apex,Pikachu,PLANETA CG Works,☆☆,1.0,145.0,Thunder,サンダー,6.0
A1 277,Gengar ex,A1 120;A1 121;A2a 031;A2a 032;A3 220;A3 221;PA 020,None,Psychic,170.0,Stage 2,0,Genetic Apex,Mewtwo,NC Empire,☆☆,1.0,94.0,Gangar,ゲンガー,6.0
A1 278,Machamp ex,A1 143;A1 144;A2b 037;A2b 038;A3 223;A3 224,None,Fighting,180.0,Stage 2,0,Genetic Apex,Charizard,AKIRA EGAWA,☆☆,1.0,68.0,Kairiky,カイリキー,6.0
A1 279,Wigglytuff ex,A1 193;A2b 060;A3 228;PA 022,None,Colorless,140.0,Stage 1,0,Genetic Apex,Pikachu,Shibuzoh.,☆☆,1.0,40.0,Pukurin,プクリン,6.0
A1 280,Charizard ex,A1 033;A1 034;A1 230;A2b 008;A2b 009;A2b 099;A2b 100;PA 032,None,Fire,180.0,Stage 2,0,Genetic Apex,Charizard,kantaro,☆☆☆,1.0,6.0,Lizardon,リザードン,7.0
A1 281,Pikachu ex,None,A1 095;A1a 026;A2a 026;PA 044,Electric,120.0,Basic,0,Genetic Apex,Pikachu,Ryota Murayama,☆☆☆,1.0,25.0,Pikachu,ピカチュウ,7.0
A1 282,Mewtwo ex,None,None,Psychic,150.0,Basic,0,Genetic Apex,Mewtwo,Nurikabe,☆☆☆,1.0,150.0,Mewtwo,ミュウツー,7.0
A1 283,Mew,None,None,Psychic,60.0,Basic,0,Genetic Apex,Pikachu;Mewtwo;Charizard,Amelicart,☆☆☆,1.0,151.0,Mew,ミュウ,7.0
